article_doi,data_id
10.1039/b410074c,10.5517/cc868h6
10.1039/b410074c,10.5517/cc868j7
10.1002/ece3.2409,10.5061/dryad.hn082
10.1186/s13023-017-0634-0,10.6084/m9.figshare.c.3786374
10.1186/s12864-016-2885-x,10.6084/m9.figshare.c.3646229
10.1016/0370-2693(94)90414-6,10.17182/hepdata.44548.v1
10.1016/0370-2693(94)90414-6,10.17182/hepdata.45134
10.1016/0370-2693(94)90414-6,10.17182/hepdata.45134.v1
10.1016/0370-2693(94)90414-6,10.17182/hepdata.44548
10.1016/j.tet.2014.03.066,10.5517/ccdc.csd.cc120xff
10.1016/j.tet.2014.03.066,10.5517/cctsbb7
10.1016/j.tet.2014.03.066,10.5517/ccdc.csd.cc120xdd
10.1016/j.tet.2014.03.066,10.5517/ccdc.csd.cc120xgg
10.1016/j.tet.2014.03.066,10.5517/cctsbfb
10.1016/j.tet.2014.03.066,10.5517/cctsbc8
10.1016/j.tet.2014.03.066,10.5517/cctsb96
10.1016/j.tet.2014.03.066,10.5517/cctsbd9
10.1039/c5cc05166e,10.5517/cc13p868
10.1039/c5cc05166e,10.5517/cc13p879
10.1039/c3ra22712j,10.5517/cczgthq
10.1016/j.physletb.2015.04.060,10.17182/hepdata.66381
10.1016/j.physletb.2015.04.060,10.17182/hepdata.67150
10.1016/j.physletb.2015.04.060,10.17182/hepdata.66381.v1
10.1016/j.physletb.2015.04.060,10.17182/hepdata.67334.v1
10.1016/j.physletb.2015.04.060,10.17182/hepdata.67334
10.1016/j.physletb.2015.04.060,10.17182/hepdata.67150.v1
10.1038/ng.688,nm_147686
10.1016/j.poly.2011.04.018,10.5517/ccw6f5n
10.1016/j.poly.2011.04.018,10.5517/ccw6f3l
10.1016/j.poly.2011.04.018,10.5517/ccw6f6p
10.1016/j.poly.2011.04.018,10.5517/ccw6f4m
10.1021/ja906396u,10.5517/ccsv74z
10.1016/j.ica.2004.09.048,10.5517/cc8xgzl
10.1016/j.ica.2004.09.048,10.5517/cc8xh0n
10.1016/j.ica.2004.09.048,10.5517/cc8xgyk
10.1021/ic034440d,10.5517/cc7s67f
10.1021/ic034440d,10.5517/cc7s69h
10.1021/ic034440d,10.5517/cc7s68g
10.1021/ja1007992,10.5517/cctl44n
10.1038/ncomms3164,4l2h
10.1039/b614235d,10.5517/ccnh8yb
10.1039/b614235d,10.5517/ccnh8x9
10.1039/b614235d,10.5517/ccnh8t6
10.1039/b614235d,10.5517/ccnh8v7
10.1039/b614235d,10.5517/ccnh8w8
10.1007/s00044-012-0062-6,10.5517/ccwf9yj
10.1007/s00044-012-0062-6,10.5517/ccwf9xh
10.1021/ja015995f,10.5517/cc4y5fn
10.1021/ja015995f,10.5517/cc4r398
10.1021/ja015995f,10.5517/cc4r3b9
10.1021/ja015995f,10.5517/cc4r387
10.1039/b406804c,10.5517/cc7zt33
10.1039/b406804c,10.5517/cc7zt44
10.1002/anie.201208554,10.5517/ccz255c
10.1002/anie.201208554,10.5517/cczgcg7
10.1002/anie.201208554,10.5517/ccz2517
10.1002/anie.201208554,10.5517/ccz2528
10.1002/anie.201208554,10.5517/ccz254b
10.1002/anie.201208554,10.5517/ccz2539
10.1016/j.poly.2010.08.033,10.5517/ccv1ffq
10.1016/j.poly.2010.08.033,10.5517/ccv1fgr
10.1016/j.poly.2010.08.033,10.5517/ccv1fhs
10.1016/j.jssc.2009.08.021,10.5517/cc9wsqn
10.1021/ic025990z,10.5517/cc4xb9n
10.1021/ic025990z,10.5517/cc62nmj
10.1080/00173134.2015.1108996,10.6084/m9.figshare.2064516.v1
10.1080/00173134.2015.1108996,10.6084/m9.figshare.2064516
10.1140/epjc/s2006-02616-5,10.17182/hepdata.45369.v1
10.1140/epjc/s2006-02616-5,10.17182/hepdata.45700.v1
10.1140/epjc/s2006-02616-5,10.17182/hepdata.45369
10.1140/epjc/s2006-02616-5,10.17182/hepdata.45700
10.1186/s13063-016-1581-0,10.6084/m9.figshare.c.3627080
10.1002/ejic.201201100,10.5517/ccz5yrt
10.1002/ejic.201201100,10.5517/ccz5ysv
10.1002/ejic.201201100,10.5517/ccz5yqs
10.1002/ejic.201201100,10.5517/ccz5ypr
10.1002/ejic.201201100,10.5517/ccz5ytw
10.1002/ejic.201201100,10.5517/ccz5ynq
10.1002/chem.201101394,10.5517/ccwfbxj
10.1002/chem.201101394,10.5517/ccwfbyk
10.1002/chem.201101394,10.5517/ccwfbwh
10.1002/chem.201101394,10.5517/ccwfbzl
10.1186/s12903-015-0136-1,10.6084/m9.figshare.c.3611594
10.1055/s-0030-1259528,10.5517/ccw0f3d
10.1039/b514910j,10.5517/cc9kzxq
10.1039/b514910j,10.5517/cc9kzwp
10.1039/b514910j,10.5517/cc9kzyr
10.1140/epjc/s10052-016-4156-z,10.17182/hepdata.73569
10.1140/epjc/s10052-016-4156-z,10.17182/hepdata.73569.v1
10.1140/epjc/s10052-016-4156-z,10.17182/hepdata.73121
10.1140/epjc/s10052-016-4156-z,10.17182/hepdata.72398.v1
10.1140/epjc/s10052-016-4156-z,10.17182/hepdata.73121.v1
10.1140/epjc/s10052-016-4156-z,10.17182/hepdata.72398
10.1186/s13063-015-1126-y,10.6084/m9.figshare.c.3605330
10.1021/acs.inorgchem.6b02291,10.5517/ccdc.csd.cc1mddm1
10.1021/acs.inorgchem.6b02291,10.5517/ccdc.csd.cc1mf3v0
10.1016/j.nuclphysb.2005.04.009,10.17182/hepdata.45598
10.1016/j.nuclphysb.2005.04.009,10.17182/hepdata.45598.v1
10.1016/j.nuclphysb.2005.04.009,10.17182/hepdata.45894
10.1016/j.nuclphysb.2005.04.009,10.17182/hepdata.45894.v1
10.1016/j.ica.2009.11.019,10.5517/ccsb4x4
10.1016/j.ica.2009.11.019,10.5517/ccsb4y5
10.1016/j.ica.2009.11.019,10.5517/ccsb4z6
10.1088/1674-1137/39/4/041001,10.17182/hepdata.72880.v1
10.1088/1674-1137/39/4/041001,10.17182/hepdata.72147
10.1088/1674-1137/39/4/041001,10.17182/hepdata.73272
10.1088/1674-1137/39/4/041001,10.17182/hepdata.72147.v1
10.1088/1674-1137/39/4/041001,10.17182/hepdata.72880
10.1088/1674-1137/39/4/041001,10.17182/hepdata.73272.v1
10.1021/ic701467y,10.5517/ccpcz11
10.1021/ic701467y,10.5517/ccps54r
10.1093/nar/gkt074,2m16
10.1186/s12933-016-0397-2,10.6084/m9.figshare.c.3625553
10.1016/j.psyneuen.2016.07.201,10.3886/icpsr29282.v6
10.1016/j.psyneuen.2016.07.201,10.3886/icpsr04652.v6
10.1021/ja200299u,10.5517/ccx5zvw
10.1039/c6qi00117c,10.5517/ccdc.csd.cc1lbhgw
10.1039/c6qi00117c,10.5517/ccdc.csd.cc1lbhfv
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24rs
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24qr
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24np
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24mn
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24pq
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24lm
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24jk
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24tv
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24st
10.1016/j.jorganchem.2010.07.016,10.5517/ccv24kl
10.1016/j.electstud.2007.11.010,10.3886/icpsr03808.v2
10.1111/j.1475-6765.1983.tb00068.x,10.3886/icpsr07752.v1
10.1021/ic0482739,10.5517/cc949b1
10.1002/chem.200903059,10.5517/cct3bmv
10.1002/ejic.200801022,10.5517/ccrgjl9
10.1002/ejic.200801022,10.5517/ccrgjk8
10.1002/ejic.200801022,10.5517/ccrgjj7
10.1002/ejic.200801022,10.5517/ccrgjh6
10.1002/ejic.200801022,10.5517/ccrgjg5
10.1039/c6dt03151j,10.5517/ccdc.csd.cc1j9xlb
10.1016/j.physletb.2006.01.054,10.17182/hepdata.46020.v1
10.1016/j.physletb.2006.01.054,10.17182/hepdata.45371.v1
10.1016/j.physletb.2006.01.054,10.17182/hepdata.45371
10.1016/j.physletb.2006.01.054,10.17182/hepdata.46020
10.1186/s12865-016-0153-0,10.6084/m9.figshare.c.3630308
10.1038/nchem.1707,10.5517/cczbppn
10.1038/nchem.1707,10.5517/cczbpml
10.1038/nchem.1707,10.5517/cczbpnm
10.1038/nchem.1707,10.5517/cczbpjh
10.1038/nchem.1707,10.5517/cczbplk
10.1038/nchem.1707,10.5517/cczbpkj
10.1016/0370-2693(80)90872-2,10.17182/hepdata.44649
10.1016/0370-2693(80)90872-2,10.17182/hepdata.45228
10.1016/0370-2693(80)90872-2,10.17182/hepdata.45228.v1
10.1016/0370-2693(80)90872-2,10.17182/hepdata.44649.v1
10.1039/b917091j,10.5517/ccs6s3v
10.1039/b917091j,10.5517/cct5tj9
10.1039/b917091j,10.5517/ccs6s4w
10.1039/b917091j,10.5517/cct5th8
10.1016/j.physletb.2013.01.049,10.17182/hepdata.61320.v1
10.1016/j.physletb.2013.01.049,10.17182/hepdata.60876
10.1016/j.physletb.2013.01.049,10.17182/hepdata.61320
10.1016/j.physletb.2013.01.049,10.17182/hepdata.60876.v1
10.1111/pala.12226,10.5061/dryad.rd247
10.1016/j.jfluchem.2009.08.003,10.5517/ccskvcj
10.1016/j.jfluchem.2009.08.003,10.5517/ccskvdk
10.1016/j.jfluchem.2009.08.003,10.5517/ccskvfl
10.1038/sj.cdd.4402117,bc085765
10.1038/sj.cdd.4402117,nm_013063
10.1038/sj.cdd.4402117,nm_001498
10.1098/rsif.2015.0240,10.1594/pangaea.846004
10.1002/anie.201205082,10.5517/ccyc5k0
10.1002/chem.201404864,10.5517/cc1335w8
10.1021/ol0167457,10.5517/cc5zv43
10.1016/0550-3213(83)90616-8,10.17182/hepdata.34294
10.1016/0550-3213(83)90616-8,10.17182/hepdata.33954.v1
10.1016/0550-3213(83)90616-8,10.17182/hepdata.33954
10.1016/0550-3213(83)90616-8,10.17182/hepdata.34294.v1
10.1039/c3gc41110a,10.5517/cc10npcq
10.1039/c0sc00142b,10.5517/cctlvqy
10.1039/c0sc00142b,10.5517/cctlvs0
10.1039/c0sc00142b,10.5517/cctlvpx
10.1039/c0sc00142b,10.5517/cctlvrz
10.1039/c0sc00142b,10.5517/cctlvnw
10.1186/s40478-016-0301-z,10.6084/m9.figshare.c.3639104
10.1039/c3cc48466a,10.5517/cc11jdgf
10.1039/c3cc48466a,10.5517/cc11jdfd
10.1016/0370-2693(83)91647-7,10.17182/hepdata.30699
10.1016/0370-2693(83)91647-7,10.17182/hepdata.30699.v1
10.1016/0370-2693(83)91647-7,10.17182/hepdata.31057.v1
10.1016/0370-2693(83)91647-7,10.17182/hepdata.31057
10.1002/chem.201304848,10.5517/cc10v1vr
10.1002/chem.201304848,10.5517/cc10v1ws
10.1002/chem.201304848,10.5517/cc12vwjb
10.1002/chem.201304848,10.5517/cc10v1tq
10.1021/bi4000904,4ha0
10.1021/bi4000904,4h9x
10.1021/bi4000904,4h9t
10.1021/bi4000904,4h9z
10.1021/bi4000904,4h9u
10.1021/bi4000904,4h9y
10.1021/bi4000904,4h9v
10.1016/j.physletb.2004.02.003,10.17182/hepdata.49124
10.1016/j.physletb.2004.02.003,10.17182/hepdata.49660.v1
10.1016/j.physletb.2004.02.003,10.17182/hepdata.49124.v1
10.1016/j.physletb.2004.02.003,10.17182/hepdata.49660
10.1021/ic701618a,10.5517/ccqw793
10.1021/ic701618a,10.5517/ccqw7h9
10.1021/ic701618a,10.5517/ccqw7ld
10.1021/ic701618a,10.5517/cc8wfbw
10.1021/ic701618a,10.5517/ccqw7jb
10.1021/ic701618a,10.5517/ccqw7c5
10.1021/ic701618a,10.5517/ccqw7kc
10.1021/ic701618a,10.5517/ccqw7ng
10.1021/ic701618a,10.5517/ccqw7b4
10.1021/ic701618a,10.5517/cc9hrl3
10.1016/j.poly.2012.07.048,10.5517/ccyg6j3
10.1016/j.poly.2012.07.048,10.5517/ccyg6h2
10.1016/j.poly.2012.07.048,10.5517/ccyg6k4
10.1039/b005019i,10.5517/cc53bj3
10.1039/b005019i,10.5517/cc53bk4
10.1039/b005019i,10.5517/cc53bg1
10.1039/b005019i,10.5517/cc53bl5
10.1039/b005019i,10.5517/cc53bh2
10.1016/j.physletb.2013.08.010,10.17182/hepdata.61299.v1
10.1016/j.physletb.2013.08.010,10.17182/hepdata.61748.v1
10.1016/j.physletb.2013.08.010,10.17182/hepdata.61299
10.1016/j.physletb.2013.08.010,10.17182/hepdata.61748
10.1016/0550-3213(83)90001-9,10.17182/hepdata.33934
10.1016/0550-3213(83)90001-9,10.17182/hepdata.34293
10.1016/0550-3213(83)90001-9,10.17182/hepdata.34293.v1
10.1016/0550-3213(83)90001-9,10.17182/hepdata.33934.v1
10.1016/j.dyepig.2011.06.017,10.5517/ccw5swp
10.1016/j.dyepig.2011.06.017,10.5517/ccw5stm
10.1016/j.dyepig.2011.06.017,10.5517/ccw5srk
10.1016/j.dyepig.2011.06.017,10.5517/ccw5svn
10.1016/j.dyepig.2011.06.017,10.5517/ccw5ssl
10.1186/s12870-016-0857-6,10.6084/m9.figshare.c.3605819
10.1021/jp106465u,10.5517/ccv7bm0
10.1016/j.physletb.2015.07.010,10.17182/hepdata.70527.v1
10.1016/j.physletb.2015.07.010,10.17182/hepdata.70579.v1
10.1016/j.physletb.2015.07.010,10.17182/hepdata.69819
10.1016/j.physletb.2015.07.010,10.17182/hepdata.69819.v1
10.1016/j.physletb.2015.07.010,10.17182/hepdata.70579
10.1016/j.physletb.2015.07.010,10.17182/hepdata.70527
10.1039/b107253f,10.5517/cc5p3lj
10.1140/epjc/s10052-016-4335-y,10.17182/hepdata.73096.v1
10.1140/epjc/s10052-016-4335-y,10.17182/hepdata.73907
10.1140/epjc/s10052-016-4335-y,10.17182/hepdata.73907.v1
10.1140/epjc/s10052-016-4335-y,10.17182/hepdata.73096
10.1021/ic990837z,10.5517/cc4zd3l
10.1021/ic990837z,10.5517/cc4zd2k
10.1039/c0dt01497d,10.5517/ccvhdf4
10.1039/c0dt01497d,10.5517/ccvhdd3
10.1039/c5ob01239b,10.5517/cc14gtdt
10.1039/c5ob01239b,10.5517/cc14gt9q
10.1039/c5ob01239b,10.5517/cc14gthx
10.1039/c5ob01239b,10.5517/cc14gtbr
10.1039/c5ob01239b,10.5517/cc14gtfv
10.1039/c5ob01239b,10.5517/cc14gtgw
10.1016/j.physletb.2014.09.020,10.17182/hepdata.63740.v1
10.1016/j.physletb.2014.09.020,10.17182/hepdata.64410.v1
10.1016/j.physletb.2014.09.020,10.17182/hepdata.63740
10.1016/j.physletb.2014.09.020,10.17182/hepdata.64410
10.1016/0370-2693(83)90487-2,10.17182/hepdata.31158.v1
10.1016/0370-2693(83)90487-2,10.17182/hepdata.31158
10.1016/0370-2693(83)90487-2,10.17182/hepdata.30816.v1
10.1016/0370-2693(83)90487-2,10.17182/hepdata.30816
10.1002/chem.200304993,10.5517/cc6xy01
10.1002/chem.200304993,10.5517/cc6xy9b
10.1002/chem.200304993,10.5517/cc6xy67
10.1002/chem.200304993,10.5517/cc6xxww
10.1002/chem.200304993,10.5517/cc7315j
10.1002/chem.200304993,10.5517/cc6xy34
10.1002/chem.200304993,10.5517/cc6xy89
10.1002/chem.200304993,10.5517/cc6xy45
10.1002/chem.200304993,10.5517/cc6xy23
10.1002/chem.200304993,10.5517/cc6xxxx
10.1039/c4ta04054f,10.5517/cc12jvl1
10.1039/c4ta04054f,10.5517/cc12jvm2
10.1039/c5ob01652e,10.5517/cc14npl2
10.1140/epjc/s10052-011-1645-y,10.17182/hepdata.57066.v1
10.1140/epjc/s10052-011-1645-y,10.17182/hepdata.56615
10.1140/epjc/s10052-011-1645-y,10.17182/hepdata.57066
10.1140/epjc/s10052-011-1645-y,10.17182/hepdata.56615.v1
10.1039/b507202f,10.5517/cc957qd
10.1038/ncomms3646,10.5517/cc104n3x
10.1038/ncomms3646,10.5517/cc104n1v
10.1038/ncomms3646,10.5517/cc104n0t
10.1038/ncomms3646,10.5517/cc104mzr
10.1038/ncomms3646,10.5517/cc104n2w
10.1021/ic000991h,10.5517/cc5fvzd
10.1021/ic000991h,10.5517/cc5fvyc
10.1021/ic000991h,10.5517/cc5fw0g
10.1144/0016-76492005-022,10.6084/m9.figshare.3454382.v1
10.1016/0375-9474(88)90159-5,10.17182/hepdata.37012
10.1016/0375-9474(88)90159-5,10.17182/hepdata.37012.v1
10.1016/0375-9474(88)90159-5,10.17182/hepdata.37177
10.1016/0375-9474(88)90159-5,10.17182/hepdata.37177.v1
10.1039/b716105k,10.5517/ccq3qyg
10.1039/b716105k,10.5517/ccq3qxf
10.1021/om200729x,10.5517/ccz42sy
10.1021/om200729x,10.5517/ccz42nt
10.1021/om200729x,10.5517/ccz42x2
10.1021/om200729x,10.5517/ccz42v0
10.1021/om200729x,10.5517/ccz42pv
10.1021/om200729x,10.5517/ccz42rx
10.1021/om200729x,10.5517/ccz42y3
10.1021/om200729x,10.5517/ccz42tz
10.1021/om200729x,10.5517/ccz42qw
10.1021/om200729x,10.5517/ccz42w1
10.1186/s12903-017-0333-1,10.6084/m9.figshare.c.3692917
10.1039/b307025e,10.5517/cc74y5g
10.1039/b307025e,10.5517/cc74y3d
10.1039/b307025e,10.5517/cc74y4f
10.1016/0370-2693(88)90969-0,10.17182/hepdata.29936
10.1016/0370-2693(88)90969-0,10.17182/hepdata.29936.v1
10.1016/0370-2693(88)90969-0,10.17182/hepdata.30295
10.1016/0370-2693(88)90969-0,10.17182/hepdata.30295.v1
10.1140/epjc/s10052-010-1512-2,10.17182/hepdata.56004
10.1140/epjc/s10052-010-1512-2,10.17182/hepdata.55570.v1
10.1140/epjc/s10052-010-1512-2,10.17182/hepdata.56004.v1
10.1140/epjc/s10052-010-1512-2,10.17182/hepdata.55570
10.1073/pnas.1116855109,2wf9
10.1073/pnas.1116855109,2wfa
10.1073/pnas.1116855109,2wf8
10.1002/anie.201403892,10.5517/cc11j14r
10.1002/anie.201403892,10.5517/cc11j11n
10.1002/anie.201403892,10.5517/cc11j13q
10.1002/anie.201403892,10.5517/cc11j10m
10.1002/anie.201403892,10.5517/cc11j12p
10.1039/b718282a,10.5517/ccqg29j
10.1039/b718282a,10.5517/ccqg2dm
10.1039/b718282a,10.5517/ccqg2cl
10.1039/b718282a,10.5517/ccqg2fn
10.1039/b718282a,10.5517/ccqg2bk
10.1016/j.bmcl.2010.11.098,3pmx
10.1016/j.bmcl.2010.11.098,3pmw
10.1016/j.bmcl.2010.11.098,3pmv
10.1002/ejoc.201501058,10.5517/cc1jctrg
10.1002/ejoc.201501058,10.5517/cc1jctmb
10.1002/ejoc.201501058,10.5517/cc1jcv3v
10.1039/b708116b,10.5517/ccpshc9
10.1140/epjc/s10052-014-3157-z,10.17182/hepdata.65771
10.1140/epjc/s10052-014-3157-z,10.17182/hepdata.65126
10.1140/epjc/s10052-014-3157-z,10.17182/hepdata.65771.v1
10.1140/epjc/s10052-014-3157-z,10.17182/hepdata.65126.v1
10.1016/j.physletb.2008.06.076,10.17182/hepdata.50428.v1
10.1016/j.physletb.2008.06.076,10.17182/hepdata.50549
10.1016/j.physletb.2008.06.076,10.17182/hepdata.50428
10.1016/j.physletb.2008.06.076,10.17182/hepdata.50549.v1
10.1021/ic050768q,10.5517/cc9hl8m
10.1021/ic050768q,10.5517/cc9hl7l
10.1039/b307575n,10.5517/cc74y6h
10.1039/b307575n,10.5517/cc74y7j
10.1039/b307575n,10.5517/cc74y8k
10.1021/ja058531g,10.5517/ccprwcn
10.1021/ja058531g,10.5517/ccprwbm
10.1021/ja058531g,10.5517/ccprw9l
10.1261/rna.212106,2f3j
10.1007/s11243-012-9667-3,10.5517/ccyvmgv
10.1186/s12966-017-0463-5,10.6084/m9.figshare.c.3668836
10.1140/epjc/s2004-02085-x,10.17182/hepdata.45597
10.1140/epjc/s2004-02085-x,10.17182/hepdata.46200.v1
10.1140/epjc/s2004-02085-x,10.17182/hepdata.46200
10.1140/epjc/s2004-02085-x,10.17182/hepdata.45597.v1
10.1186/s12918-016-0382-0,10.6084/m9.figshare.c.3703288
10.1021/ic991148q,10.5517/cc4xrc4
10.1039/b413005g,10.5517/cc81hzr
10.1039/c2dt31292a,10.5517/ccylvfs
10.1039/c2dt31292a,10.5517/ccylvdr
10.1039/c2dt31292a,10.5517/ccylvcq
10.1016/j.ica.2005.02.012,10.5517/cc8rdds
10.1016/j.ica.2005.02.012,10.5517/cc8rdft
10.1016/j.physletb.2011.03.056,10.17182/hepdata.57953.v1
10.1016/j.physletb.2011.03.056,10.17182/hepdata.57953
10.1021/om050766d,10.5517/cc9x6yb
10.1140/epjc/s10052-015-3533-3,10.17182/hepdata.66840.v1
10.1140/epjc/s10052-015-3533-3,10.17182/hepdata.66613
10.1140/epjc/s10052-015-3533-3,10.17182/hepdata.65937
10.1140/epjc/s10052-015-3533-3,10.17182/hepdata.66840
10.1140/epjc/s10052-015-3533-3,10.17182/hepdata.65937.v1
10.1186/s13059-015-0847-2,10.6084/m9.figshare.c.3618581
10.1039/c0cc03079a,10.5517/cctz3rm
10.1039/b602843h,10.5517/cc957nb
10.1039/b602843h,10.5517/cc957l8
10.1039/b602843h,10.5517/cc957m9
10.1039/b602843h,10.5517/cc957pc
10.1021/jo0007074,10.5517/cc4v0vt
10.1038/nature02933,10.5517/cc86l78
10.1038/nature02933,10.5517/cc86l67
10.1021/jp4046066,10.5517/cc109zgr
10.1021/om050680k,10.5517/cc9kryj
10.1021/om060429k,10.5517/ccnt8j7
10.1021/om060429k,10.5517/ccnt8k8
10.1016/0370-2693(80)91021-7,10.17182/hepdata.27580
10.1016/0370-2693(80)91021-7,10.17182/hepdata.27196
10.1016/0370-2693(80)91021-7,10.17182/hepdata.27580.v1
10.1016/0370-2693(80)91021-7,10.17182/hepdata.27196.v1
10.1021/ja7102394,10.5517/ccqzzn9
10.1021/ol052730n,10.5517/cc9kl4k
10.1021/ol052730n,10.5517/cc9hzg6
10.1021/ol052730n,10.5517/cc9ksby
10.1021/ol052730n,10.5517/cc9hzh7
10.1039/c3sc52072b,10.5517/cc10xzxt
10.1039/c3sc52072b,10.5517/cc10xzws
10.1039/c3sc52072b,10.5517/cc10y00z
10.1039/c3sc52072b,10.5517/cc10xzyv
10.1039/c3sc52072b,10.5517/cc11czn1
10.1039/c3sc52072b,10.5517/cc10xzzw
10.1039/c3sc52072b,10.5517/cc10xztq
10.1039/c3sc52072b,10.5517/cc10xzvr
10.1021/ja029114w,10.5517/cc604v5
10.1021/ja029114w,10.5517/cc604t4
10.1002/chem.200600400,10.5517/cc7yvgg
10.1098/rspb.2016.0665,10.5061/dryad.2rb57
10.1039/c5sc01248a,10.5517/cc14hp3f
10.1039/c5sc01248a,10.5517/cc14hp2d
10.1039/c5sc01248a,10.5517/cc14hnz8
10.1039/c5sc01248a,10.5517/cc14hp1c
10.1039/c5sc01248a,10.5517/cc14hp0b
10.1039/c5sc01248a,10.5517/cc14hp4g
10.1039/c5sc01248a,10.5517/cc14hp5h
10.1039/c6sc05474a,10.5517/ccdc.csd.cc1mzfst
10.1039/c6sc05474a,10.5517/ccdc.csd.cc1mzfrs
10.1021/cm031027v,10.5517/cc6944r
10.1021/cm031027v,10.5517/cc7q87f
10.1021/cm031027v,10.5517/cc6943q
10.1021/ol0263595,10.5517/cc6vln8
10.1021/ol0263595,10.5517/cc57f60
10.1021/om200604f,10.5517/ccz7nwq
10.1021/om200604f,10.5517/ccz7nrl
10.1021/om200604f,10.5517/ccz7ntn
10.1021/om200604f,10.5517/ccz7nsm
10.1021/om200604f,10.5517/ccz7nxr
10.1021/om200604f,10.5517/ccz7nvp
10.1111/evo.12884,10.5061/dryad.7hb7r
10.1111/evo.12884,10.5061/dryad.7hb7r.1
10.1111/evo.12884,10.5061/dryad.7hb7r.2
10.1039/c2cc37510a,10.5517/ccz7dj3
10.1140/epjc/s10052-006-0046-0,10.17182/hepdata.45240
10.1140/epjc/s10052-006-0046-0,10.17182/hepdata.45240.v1
10.1140/epjc/s10052-006-0046-0,10.17182/hepdata.45891.v1
10.1140/epjc/s10052-006-0046-0,10.17182/hepdata.45891
10.1016/j.molstruc.2013.08.008,10.5517/ccvnnlq
10.1016/0370-2693(89)90706-5,10.17182/hepdata.29769.v1
10.1016/0370-2693(89)90706-5,10.17182/hepdata.30137.v1
10.1016/0370-2693(89)90706-5,10.17182/hepdata.29769
10.1016/0370-2693(89)90706-5,10.17182/hepdata.30137
10.1016/j.poly.2008.12.041,10.5517/ccpywl2
10.1016/j.jmb.2009.09.057,3ikn
10.1016/j.jmb.2009.09.057,3ikq
10.1016/j.jmb.2009.09.057,3ikr
10.1016/j.jmb.2009.09.057,3ikp
10.1002/ejic.200600377,10.5517/cc9l97d
10.1002/ejic.200600377,10.5517/cc9l98f
10.1002/ejic.200600377,10.5517/cc9l96c
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03qh
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03md
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03nf
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03lc
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03pg
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03sk
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03rj
10.1039/c6dt04895a,10.5517/ccdc.csd.cc1n03tl
10.1038/nchem.1223,1i0z
10.1038/nchem.1223,2r14
10.1038/nchem.1223,1hld
10.1039/b504916d,10.5517/cc907zh
10.1039/b504916d,10.5517/cc9080k
10.1039/b504916d,10.5517/cc907yg
10.1016/j.physletb.2011.10.018,10.17182/hepdata.57718.v1
10.1016/j.physletb.2011.10.018,10.17182/hepdata.57204
10.1016/j.physletb.2011.10.018,10.17182/hepdata.57718
10.1016/j.physletb.2011.10.018,10.17182/hepdata.57204.v1
10.1039/b410846a,10.5517/cc87d51
10.1021/ic502803b,10.5517/cc14dsq1
10.1039/b500849b,10.5517/cc8tq2v
10.1039/b500849b,10.5517/cc8tq1t
10.1039/c6cc07318b,10.5517/ccdc.csd.cc1lf1ln
10.1039/c6cc07318b,10.5517/ccdc.csd.cc1lf1qs
10.1039/c6cc07318b,10.5517/ccdc.csd.cc1lf1pr
10.1039/c6cc07318b,10.5517/ccdc.csd.cc1lf1nq
10.1039/c6cc07318b,10.5517/ccdc.csd.cc1lf1km
10.1039/c6cc07318b,10.5517/ccdc.csd.cc1lf1mp
10.1021/cm1030393,10.5517/ccs10jb
10.1021/cm1030393,10.5517/ccr10vm
10.1021/cm1030393,10.5517/ccr7bw5
10.1021/cm1030393,10.5517/ccr7bv4
10.1021/jp911884x,10.5517/ccsz8nn
10.1021/jp911884x,10.5517/ccsz8mm
10.1002/adma.200602859,10.5517/ccn56pp
10.1021/ja1074773,10.5517/ccy175c
10.1021/ja1074773,10.5517/ccy1739
10.1021/ja1074773,10.5517/ccy1717
10.1021/ja1074773,10.5517/ccy177f
10.1021/ja1074773,10.5517/ccy1728
10.1021/ja1074773,10.5517/ccy16y3
10.1021/ja1074773,10.5517/ccy176d
10.1021/ja1074773,10.5517/ccy16x2
10.1021/ja1074773,10.5517/ccy174b
10.1021/ja1074773,10.5517/ccy16z4
10.1098/rsos.160091,10.5061/dryad.f9k77
10.1073/pnas.0402976101,1xku
10.1073/pnas.0402976101,1xec
10.1073/pnas.0402976101,1xcd
10.1039/a900503j,10.5517/cc527jz
10.1021/om301016j,10.5517/cc10xdgs
10.1021/om301016j,10.5517/cc10xdht
10.1021/om301016j,10.5517/cc10xdjv
10.1021/om301016j,10.5517/cc10xdcp
10.1021/om301016j,10.5517/cc10xdkw
